"id","function","main_function","GO_id"
"8515","apical cell fate commitment","biological_process","GO:0010654"
"8516","negative regulation of muscle cell apoptosis","biological_process","GO:0010656"
"8517","muscle cell apoptosis","biological_process","GO:0010657"
"8518","striated muscle cell apoptosis","biological_process","GO:0010658"
"8519","cardiac muscle cell apoptosis","biological_process","GO:0010659"
"8520","regulation of muscle cell apoptosis","biological_process","GO:0010660"
"8521","positive regulation of muscle cell apoptosis","biological_process","GO:0010661"
"8522","regulation of striated muscle cell apoptosis","biological_process","GO:0010662"
"8523","positive regulation of striated muscle cell apoptosis","biological_process","GO:0010663"
"8524","negative regulation of striated muscle cell apoptosis","biological_process","GO:0010664"
"8525","regulation of cardiac muscle cell apoptosis","biological_process","GO:0010665"
"8526","positive regulation of cardiac muscle cell apoptosis","biological_process","GO:0010666"
"8527","negative regulation of cardiac muscle cell apoptosis","biological_process","GO:0010667"
"8528","ectodermal cell differentiation","biological_process","GO:0010668"
"8529","epithelial structure maintenance","biological_process","GO:0010669"
"8530","positive regulation of oxygen and reactive oxygen species metabolic process","biological_process","GO:0010670"
"8531","negative regulation of oxygen and reactive oxygen species metabolic process","biological_process","GO:0010671"
"8532","regulation of transcription from RNA polymerase II promoter, meiotic","biological_process","GO:0010672"
"8533","positive regulation of transcription from RNA polymerase II promoter, meiotic","biological_process","GO:0010673"
"8534","negative regulation of transcription from RNA polymerase II promoter, meiotic","biological_process","GO:0010674"
"8535","regulation of cellular carbohydrate metabolic process","biological_process","GO:0010675"
"8536","positive regulation of cellular carbohydrate metabolic process","biological_process","GO:0010676"
"8537","negative regulation of cellular carbohydrate metabolic process","biological_process","GO:0010677"
"8538","negative regulation of cellular carbohydrate metabolic process by repression of transcription","biological_process","GO:0010678"
"8539","cinnamic acid biosynthetic process involved in salicylic acid metabolism","biological_process","GO:0010679"
"8540","cinnamic acid biosynthetic process involved in coumarin metabolism","biological_process","GO:0010680"
"8541","cinnamic biosynthetic process involved in stilbene metabolism","biological_process","GO:0010681"
"8542","cinnamic acid biosynthetic process involved in flavonoid metabolism","biological_process","GO:0010682"
"8543","tricyclic triterpenoid metabolic process","biological_process","GO:0010683"
"8544","tricyclic triterpenoid catabolic process","biological_process","GO:0010684"
"8545","tetracyclic triterpenoid metabolic process","biological_process","GO:0010685"
"8546","tetracyclic triterpenoid biosynthetic process","biological_process","GO:0010686"
"8547","cytokinesis during cell cycle, site selection","biological_process","GO:0010687"
"8548","negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter","biological_process","GO:0010688"
"8549","negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to chemical stimulus","biological_process","GO:0010689"
"8550","negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to stress","biological_process","GO:0010690"
"8551","negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels","biological_process","GO:0010691"
"8552","regulation of alkaline phosphatase activity","biological_process","GO:0010692"
"8553","negative regulation of alkaline phosphatase activity","biological_process","GO:0010693"
"8554","positive regulation of alkaline phosphatase activity","biological_process","GO:0010694"
"8555","regulation of spindle pole body separation","biological_process","GO:0010695"
"8556","positive regulation of spindle pole body separation","biological_process","GO:0010696"
"8557","negative regulation of spindle pole body separation","biological_process","GO:0010697"
"8558","acetyltransferase activator activity","molecular_function","GO:0010698"
"8559","cell-cell signaling involved in quorum sensing","biological_process","GO:0010699"
"8560","negative regulation of norepinephrine secretion","biological_process","GO:0010700"
"8561","positive regulation of norepinephrine secretion","biological_process","GO:0010701"
"8562","regulation of histolysis","biological_process","GO:0010702"
"8563","negative regulation of histolysis","biological_process","GO:0010703"
"8564","meiotic DNA double-strand break processing involved in meiotic gene conversion","biological_process","GO:0010704"
"8565","meiotic DNA double-strand break processing involved in reciprocal meiotic recombination","biological_process","GO:0010705"
"8566","biosynthesis of lactosylceramide precursor to ganglioside","biological_process","GO:0010706"
"8567","biosynthesis of lactosylceramide precursor to globoside","biological_process","GO:0010707"
"8568","heteroduplex formation involved in gene conversion at mating-type locus","biological_process","GO:0010708"
"8569","heteroduplex formation involved in double-strand break repair via synthesis-dependent strand annealing","biological_process","GO:0010709"
"8570","regulation of collagen catabolic process","biological_process","GO:0010710"
"8571","negative regulation of collagen catabolic process","biological_process","GO:0010711"
"8572","regulation of collagen metabolic process","biological_process","GO:0010712"
"8573","negative regulation of collagen metabolic process","biological_process","GO:0010713"
"8574","positive regulation of collagen metabolic process","biological_process","GO:0010714"
"8575","regulation of extracellular matrix disassembly","biological_process","GO:0010715"
"8576","negative regulation of extracellular matrix disassembly","biological_process","GO:0010716"
"8577","regulation of epithelial to mesenchymal transition","biological_process","GO:0010717"
"8578","positive regulation of epithelial to mesenchymal transition","biological_process","GO:0010718"
"8579","negative regulation of epithelial to mesenchymal transition","biological_process","GO:0010719"
"8580","positive regulation of cell development","biological_process","GO:0010720"
"8581","negative regulation of cell development","biological_process","GO:0010721"
"8582","regulation of ferrochelatase activity","biological_process","GO:0010722"
"8583","positive regulation of transcription from RNA polymerase II promoter in response to iron","biological_process","GO:0010723"
"8584","regulation of definitive erythrocyte differentiation","biological_process","GO:0010724"
"8585","regulation of primitive erythrocyte differentiation","biological_process","GO:0010725"
"8586","positive regulation of hydrogen peroxide metabolic process","biological_process","GO:0010726"
"8587","negative regulation of hydrogen peroxide metabolic process","biological_process","GO:0010727"
"8588","regulation of hydrogen peroxide biosynthetic process","biological_process","GO:0010728"
"8589","positive regulation of hydrogen peroxide biosynthetic process","biological_process","GO:0010729"
"8590","negative regulation of hydrogen peroxide biosynthetic process","biological_process","GO:0010730"
"8591","protein amino acid glutathionylation","biological_process","GO:0010731"
"8592","regulation of protein amino acid glutathionylation","biological_process","GO:0010732"
"8593","positive regulation of protein amino acid glutathionylation","biological_process","GO:0010733"
"8594","negative regulation of protein amino acid glutathionylation","biological_process","GO:0010734"
"8595","positive regulation of transcription via serum response element binding","biological_process","GO:0010735"
"8596","serum response element binding","molecular_function","GO:0010736"
